,2002,2004,2006,2007,2009,2013,2014,2017,2018,2019,2021,2023
4325,ZAMBIZA,ZAMBIZA,ZAMBIZA,ZAMBIZA,ZAMBIZA,ZAMBIZA,ZAMBIZA,ZAMBIZA,ZAMBIZA,ZAMBIZA,ZAMBIZA,ZAMBIZA
4330,ZAPOTAL,ZAPOTAL,ZAPOTAL,ZAPOTAL,ZAPOTAL,ZAPOTAL,ZAPOTAL,ZAPOTAL,ZAPOTAL,ZAPOTAL,ZAPOTAL,ZAPOTAL
4340,ZHIDMAD,ZHIDMAD,ZHIDMAD,ZHIDMAD,ZHIDMAD,ZHIDMAD,ZHIDMAD,ZHIDMAD,ZHIDMAD,ZHIDMAD,ZHIDMAD,ZHIDMAD
4345,ZHUD,ZHUD,ZHUD,ZHUD,ZHUD,ZHUD,ZHUD,ZHUD,ZHUD,ZHUD,ZHUD,ZHUD
4360,ZUNAC,ZUNAC,ZUNAC,ZUNAC,ZUNAC,ZUNAC,ZUNAC,ZUNAC,ZUNAC,ZUNAC,ZUNAC,ZUNAC
4365,ZUMBAHUA,ZUMBAHUA,ZUMBAHUA,ZUMBAHUA,ZUMBAHUA,ZUMBAHUA,ZUMBAHUA,ZUMBAHUA,ZUMBAHUA,ZUMBAHUA,ZUMBAHUA,ZUMBAHUA
4370,,,,,,MONTERREY,,,,,,
4375,,,,,,LA VILLEGAS,,,,,,
4380,,,,,,PLAN PILOTO,,,,,,
4385,,,,,,TRIUNFO DORADO,TRIUNFO DORADO,TRIUNFO DORADO,TRIUNFO DORADO,TRIUNFO DORADO,TRIUNFO DORADO,TRIUNFO DORADO
4415,ISLA SANTA MARIA,ISLA SANTA MARIA,ISLA SANTA MARIA,ISLA SANTA MARIA,ISLA SANTA MARIA,ISLA SANTA MARIA,ISLA SANTA MARIA,ISLA SANTA MARIA,ISLA SANTA MARIA,ISLA SANTA MARIA,ISLA SANTA MARIA,ISLA SANTA MARIA
4420,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA
4425,SAN CARLOS,SAN CARLOS,SAN CARLOS,SAN CARLOS,SAN CARLOS,SAN CARLOS,SAN CARLOS,SAN CARLOS,SAN CARLOS,SAN CARLOS,SAN CARLOS,SAN CARLOS
4430,SANTIAGO DE QUITO,SANTIAGO DE QUITO,SANTIAGO DE QUITO,SANTIAGO DE QUITO,SANTIAGO DE QUITO,SANTIAGO DE QUITO,SANTIAGO DE QUITO,SANTIAGO DE QUITO,SANTIAGO DE QUITO,SANTIAGO DE QUITO,SANTIAGO DE QUITO,SANTIAGO DE QUITO
4440,PUERTO LIMON,PUERTO LIMON,PUERTO LIMON,PUERTO LIMON,PUERTO LIMON,PUERTO LIMON,PUERTO LIMON,PUERTO LIMON,PUERTO LIMON,PUERTO LIMON,PUERTO LIMON,PUERTO LIMON
4445,ARCAPAMBA,ARCAPAMBA,ARCAPAMBA,ARCAPAMBA,ARCAPAMBA,ARCAPAMBA,ARCAPAMBA,ARCAPAMBA,ARCAPAMBA,ARCAPAMBA,ARCAPAMBA,ARCAPAMBA
4450,MULUNCAY GRANDE,MULUNCAY GRANDE,MULUNCAY GRANDE,MULUNCAY GRANDE,MULUNCAY GRANDE,MULUNCAY GRANDE,MULUNCAY GRANDE,MULUNCAY GRANDE,MULUNCAY GRANDE,MULUNCAY GRANDE,MULUNCAY GRANDE,MULUNCAY GRANDE
4455,ZAMBI,ZAMBI,ZAMBI,ZAMBI,ZAMBI,ZAMBI,ZAMBI,ZAMBI,ZAMBI,ZAMBI,ZAMBI,ZAMBI
4460,27 DE ABRIL/LA NAR,27 DE ABRIL/LA NAR,27 DE ABRIL /LA NARANJA,27 DE ABRIL /LA NARANJA,27 DE ABRIL /LA NARANJA,27 DE ABRIL /LA NARANJA,27 DE ABRIL /LA NARANJA,27 DE ABRIL /LA NARANJA,27 DE ABRIL /LA NARANJA,27 DE ABRIL /LA NARANJA,27 DE ABRIL /LA NARANJA,27 DE ABRIL /LA NARANJA
4465,STO.DOMINGO DE ONZ,STO.DOMINGO DE ONZ,SANTO DOMINGO DE ONZOLE,SANTO DOMINGO DE ONZOLE,SANTO DOMINGO DE ONZOLE,SANTO DOMINGO DE ONZOLE,SANTO DOMINGO DE ONZOLE,SANTO DOMINGO DE ONZOLE,SANTO DOMINGO DE ONZOLE,SANTO DOMINGO DE ONZOLE,SANTO DOMINGO DE ONZOLE,SANTO DOMINGO DE ONZOLE
4475,CHANTACO,CHANTACO,CHANTACO,CHANTACO,CHANTACO,CHANTACO,CHANTACO,CHANTACO,CHANTACO,CHANTACO,CHANTACO,CHANTACO
4480,CORDONCILLO,CORDONCILLO,CORDONCILLO,CORDONCILLO,CORDONCILLO,CORDONCILLO,CORDONCILLO,CORDONCILLO,CORDONCILLO,CORDONCILLO,CORDONCILLO,CORDONCILLO
4485,SINAI,SINAI,SINAI,SINAI,SINAI,SINAI,SINAI,SINAI,SINAI,SINAI,SINAI,SINAI
4490,MEMBRILLAL,MEMBRILLAL,MEMBRILLAL,MEMBRILLAL,MEMBRILLAL,MEMBRILLAL,MEMBRILLAL,MEMBRILLAL,MEMBRILLAL,MEMBRILLAL,MEMBRILLAL,MEMBRILLAL
4495,CASACAY,CASACAY,CASACAY,CASACAY,CASACAY,CASACAY,CASACAY,CASACAY,CASACAY,CASACAY,CASACAY,CASACAY
4500,LAUREL,LAUREL,EL LAUREL,EL LAUREL,EL LAUREL,EL LAUREL,EL LAUREL,EL LAUREL,EL LAUREL,EL LAUREL,EL LAUREL,EL LAUREL
4505,SN FCO DEL VERGEL,SN FCO DEL VERGEL,SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL
4510,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR
4515,REGULO DE MORA,REGULO DE MORA,REGULO DE MORA,REGULO DE MORA,REGULO DE MORA,REGULO DE MORA,REGULO DE MORA,REGULO DE MORA,REGULO DE MORA,REGULO DE MORA,REGULO DE MORA,REGULO DE MORA
4520,MORALES,MORALES,MORALES,MORALES,MORALES,MORALES,MORALES,MORALES,MORALES,MORALES,MORALES,MORALES
4525,TORATA,TORATA,TORATA,TORATA,TORATA,TORATA,TORATA,TORATA,TORATA,TORATA,TORATA,TORATA
4530,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE
4535,MILAGRO,MILAGRO,MILAGRO,MILAGRO,MILAGRO,MILAGRO,MILAGRO,MILAGRO,MILAGRO,MILAGRO,MILAGRO,MILAGRO
4540,SN PEDRO DE VILCAB,SN PEDRO DE VILCAB,SAN PEDRO DE VILCABAMBA,SAN PEDRO DE VILCABAMBA,SAN PEDRO DE VILCABAMBA,SAN PEDRO DE VILCABAMBA,SAN PEDRO DE VILCABAMBA,SAN PEDRO DE VILCABAMBA,SAN PEDRO DE VILCABAMBA,SAN PEDRO DE VILCABAMBA,SAN PEDRO DE VILCABAMBA,SAN PEDRO DE VILCABAMBA
4545,,,,,,MILAGROS,MILAGROS,MILAGROS,MILAGROS,MILAGROS,MILAGROS,MILAGROS
4550,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA
4555,PINGUILI,PINGUILI,PINGUILI,PINGUILI,PINGUILI,PINGUILI,PINGUILI,PINGUILI,PINGUILI,PINGUILI,PINGUILI,PINGUILI
4560,CHUMBLIN,CHUMBLIN,CHUMBLIN,CHUMBLIN,CHUMBLIN,CHUMBLIN,CHUMBLIN,CHUMBLIN,CHUMBLIN,CHUMBLIN,CHUMBLIN,CHUMBLIN
4565,EL CABO,EL CABO,EL CABO,EL CABO,EL CABO,EL CABO,EL CABO,EL CABO,EL CABO,EL CABO,EL CABO,EL CABO
4570,,,,,,NUEVO PARAISO,NUEVO PARAISO,NUEVO PARAISO,NUEVO PARAISO,NUEVO PARAISO,NUEVO PARAISO,NUEVO PARAISO
4575,,,,,,PUMPUENTSA,PUMPUENTSA,PUMPUENTSA,PUMPUENTSA,PUMPUENTSA,PUMPUENTSA,PUMPUENTSA
4580,,,,,,SAN JUAN DE MUYUNA,SAN JUAN DE MUYUNA,SAN JUAN DE MUYUNA,SAN JUAN DE MUYUNA,SAN JUAN DE MUYUNA,SAN JUAN DE MUYUNA,SAN JUAN DE MUYUNA
4585,,,,,,LOS ANGELES,LOS ANGELES,LOS ANGELES,LOS ANGELES,LOS ANGELES,LOS ANGELES,LOS ANGELES
4590,,,,,,CHACARITA,CHACARITA,CHACARITA,CHACARITA,CHACARITA,CHACARITA,CHACARITA
4595,,,,,,SANTA LUCIA DE LAS PENAS,SANTA LUCIA DE LAS PENAS,SANTA LUCIA DE LAS PENAS,SANTA LUCIA DE LAS PENAS,SANTA LUCIA DE LAS PENAS,SANTA LUCIA DE LAS PENAS,SANTA LUCIA DE LAS PENAS
4600,,,,,,PANGUINTZA,PANGUINTZA,PANGUINTZA,PANGUINTZA,PANGUINTZA,PANGUINTZA,PANGUINTZA
4605,,,,,,CAZADEROS,CAZADEROS,CAZADEROS,CAZADEROS,CAZADEROS,CAZADEROS,CAZADEROS
4610,,,,,,SAN SALVADOR DE CANARIBAMBA,SAN SALVADOR DE CANARIBAMBA,SAN SALVADOR DE CANARIBAMBA,SAN SALVADOR DE CANARIBAMBA,SAN SALVADOR DE CANARIBAM,SAN SALVADOR DE CANARIBAMBA,SAN SALVADOR DE CANARIBAMBA
4615,,,,,,LA ESMERALDA,LA ESMERALDA,LA ESMERALDA,LA ESMERALDA,LA ESMERALDA,LA ESMERALDA,LA ESMERALDA
4620,,,,,,SAN JOSE DE AYORA,SAN JOSE DE AYORA,SAN JOSE DE AYORA,SAN JOSE DE AYORA,SAN JOSE DE AYORA,SAN JOSE DE AYORA,SAN JOSE DE AYORA
4625,,,,,,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO,10 DE AGOSTO
4630,,,,,,HATUN SUMAKU,HATUN SUMAKU,HATUN SUMAKU,HATUN SUMAKU,HATUN SUMAKU,HATUN SUMAKU,HATUN SUMAKU
4635,,,,,,,MONTERREY,MONTERREY,MONTERREY,MONTERREY,MONTERREY,MONTERREY
4640,,,,,,,LA VILLEGAS,LA VILLEGAS,LA VILLEGAS,LA VILLEGAS,LA VILLEGAS,LA VILLEGAS
4645,,,,,,,PLAN PILOTO,PLAN PILOTO,PLAN PILOTO,PLAN PILOTO,PLAN PILOTO,PLAN PILOTO
4650,,,,,,,,,,LA CUCA,LA CUCA,LA CUCA
4655,,,,,,,,,,NANKAIS,NANKAIS,NANKAIS
4740,,,,,,,,,,,NUEVA TRONCAL,NUEVA TRONCAL
4745,,,,,,,,,,,SANSAHUARI,SANSAHUARI
5005,ALAMOR,ALAMOR,ALAMOR,ALAMOR,ALAMOR,ALAMOR,ALAMOR,ALAMOR,ALAMOR,ALAMOR,ALAMOR,ALAMOR
5010,ALAUSI,ALAUSI,ALAUSI,ALAUSI,ALAUSI,ALAUSI,ALAUSI,ALAUSI,ALAUSI,ALAUSI,ALAUSI,ALAUSI
5015,ALFARO,ALFARO,ALFARO,ALFARO,ALFARO,CHIMBACALLE,CHIMBACALLE,CHIMBACALLE,CHIMBACALLE,CHIMBACALLE,CHIMBACALLE,CHIMBACALLE
5020,AMALUZA,AMALUZA,AMALUZA,AMALUZA,AMALUZA,AMALUZA,AMALUZA,AMALUZA,AMALUZA,AMALUZA,AMALUZA,AMALUZA
5025,ANDRADE MARIN/LOUR,ANDRADE MARIN/LOUR,ANDRADE MARIN/LOURDES,ANDRADE MARIN/LOURDES,ANDRADE MARIN/LOURDES,ANDRADE MARIN/LOURDES,ANDRADE MARIN/LOURDES,ANDRADE MARIN/LOURDES,ANDRADE MARIN/LOURDES,ANDRADE MARIN/LOURDES,ANDRADE MARIN/LOURDES,ANDRADE MARIN/LOURDES
5030,ANDRES DE VERA,ANDRES DE VERA,ANDRES DE VERA,ANDRES DE VERA,ANDRES DE VERA,ANDRES DE VERA,ANDRES DE VERA,ANDRES DE VERA,ANDRES DE VERA,ANDRES DE VERA,ANDRES DE VERA,ANDRES DE VERA
5035,ANGEL POLIVIO CHAV,ANGEL POLIVIO CHAV,ANGEL POLIVIO CHAVEZ,ANGEL POLIVIO CHAVEZ,ANGEL POLIVIO CHAVEZ,ANGEL POLIVIO CHAVEZ,ANGEL POLIVIO CHAVEZ,ANGEL POLIVIO CHAVEZ,ANGEL POLIVIO CHAVEZ,ANGEL POLIVIO CHAVEZ,ANGEL POLIVIO CHAVEZ,ANGEL POLIVIO CHAVEZ
5040,ARENILLAS,ARENILLAS,ARENILLAS,ARENILLAS,ARENILLAS,ARENILLAS,ARENILLAS,ARENILLAS,ARENILLAS,ARENILLAS,ARENILLAS,ARENILLAS
5045,ATOCHA FICOA,ATOCHA FICOA,ATOCHA FICOA,ATOCHA FICOA,ATOCHA FICOA,ATOCHA FICOA,ATOCHA FICOA,ATOCHA FICOA,ATOCHA FICOA,ATOCHA FICOA,ATOCHA FICOA,ATOCHA FICOA
5050,ATUNTAQUI,ATUNTAQUI,ATUNTAQUI,ATUNTAQUI,ATUNTAQUI,ATUNTAQUI,ATUNTAQUI,ATUNTAQUI,ATUNTAQUI,ATUNTAQUI,ATUNTAQUI,ATUNTAQUI
5055,AYACUCHO,AYACUCHO,AYACUCHO,AYACUCHO,AYACUCHO,AYACUCHO,AYACUCHO,AYACUCHO,AYACUCHO,AYACUCHO,AYACUCHO,AYACUCHO
5060,AYORA,AYORA,AYORA,AYORA,AYORA,,,,,,,
5065,AZOGUES,AZOGUES,AZOGUES,AZOGUES,AZOGUES,AZOGUES,AZOGUES,AZOGUES,AZOGUES,AZOGUES,AZOGUES,AZOGUES
5070,ARCHIDONA,ARCHIDONA,ARCHIDONA,ARCHIDONA,ARCHIDONA,ARCHIDONA,ARCHIDONA,ARCHIDONA,ARCHIDONA,ARCHIDONA,ARCHIDONA,ARCHIDONA
5075,BELLAVISTA,BELLAVISTA,BELLAVISTA,BELLAVISTA,BELLAVISTA,BELLAVISTA,BELLAVISTA,BELLAVISTA,BELLAVISTA,BELLAVISTA,BELLAVISTA,BELLAVISTA
5080,CANARIBAMBA,CANARIBAMBA,CANARIBAMBA,CANARIBAMBA,CANARIBAMBA,CANARIBAMBA,CANARIBAMBA,CANARIBAMBA,CANARIBAMBA,CANARIBAMBA,CANARIBAMBA,CANARIBAMBA
5085,BABA,BABA,BABA,BABA,BABA,BABA,BABA,BABA,BABA,BABA,BABA,BABA
5090,BAEZA,BAEZA,BAEZA,BAEZA,BAEZA,BAEZA,BAEZA,BAEZA,BAEZA,BAEZA,BAEZA,BAEZA
5095,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ,BAHIA DE CARAQUEZ
5100,BALZAR,BALZAR,BALZAR,BALZAR,BALZAR,BALZAR,BALZAR,BALZAR,BALZAR,BALZAR,BALZAR,BALZAR
5105,BANOS,BANOS,BANOS,BANOS,BANOS,BANOS,BANOS,BANOS,BANOS,BANOS,BANOS,BANOS
5110,BENALCAZAR,BENALCAZAR,BENALCAZAR,BENALCAZAR,BENALCAZAR,BENALCAZAR,BENALCAZAR,,,,,
5115,BIBLIAN,BIBLIAN,BIBLIAN,BIBLIAN,BIBLIAN,BIBLIAN,BIBLIAN,BIBLIAN,BIBLIAN,BIBLIAN,BIBLIAN,BIBLIAN
5120,BOCANA,BOCANA,BOCANA,BOCANA,BOCANA,BOCANA,BOCANA,BOCANA,BOCANA,BOCANA,BOCANA,BOCANA
5125,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO,BOLIVAR/SAGRARIO
5130,BALLENITA,BALLENITA,BALLENITA,BALLENITA,BALLENITA,BALLENITA,BALLENITA,BALLENITA,BALLENITA,BALLENITA,BALLENITA,BALLENITA
5135,EL BATAN,EL BATAN,EL BATAN,EL BATAN,EL BATAN,EL BATAN,EL BATAN,EL BATAN,EL BATAN,EL BATAN,EL BATAN,EL BATAN
5140,MACHANGARA,MACHANGARA,MACHANGARA,MACHANGARA,MACHANGARA,MACHANGARA,MACHANGARA,MACHANGARA,MACHANGARA,MACHANGARA,MACHANGARA,MACHANGARA
5145,,CAJABAMBA,CAJABAMBA,CAJABAMBA,CAJABAMBA,CAJABAMBA,CAJABAMBA,CAJABAMBA,CAJABAMBA,CAJABAMBA,CAJABAMBA,CAJABAMBA
5150,CALCETA,CALCETA,CALCETA,CALCETA,CALCETA,CALCETA,CALCETA,CALCETA,CALCETA,CALCETA,CALCETA,CALCETA
5155,CANDILEJOS,CANDILEJOS,CANDILEJOS,CANDILEJOS,CANDILEJOS,CANDILEJOS,CANDILEJOS,CANDILEJOS,CANDILEJOS,CANDILEJOS,CANDILEJOS,CANDILEJOS
5160,CANAR,CANAR,CANAR,CANAR,CANAR,CANAR,CANAR,CANAR,CANAR,CANAR,CANAR,CANAR
5165,CARANQUI,CARANQUI,CARANQUI,CARANQUI,CARANQUI,CARANQUI,CARANQUI,CARANQUI,CARANQUI,CARANQUI,CARANQUI,CARANQUI
5170,CARBO/CONCEPCION,CARBO/CONCEPCION,CARBO/CONCEPCION,CARBO/CONCEPCION,CARBO/CONCEPCION,CARBO/CONCEPCION,CARBO/CONCEPCION,CARBO/CONCEPCION,CARBO/CONCEPCION,CARBO/CONCEPCION,CARBO/CONCEPCION,CARBO/CONCEPCION
5175,CARIAMANGA,CARIAMANGA,CARIAMANGA,CARIAMANGA,CARIAMANGA,CARIAMANGA,CARIAMANGA,CARIAMANGA,CARIAMANGA,CARIAMANGA,CARIAMANGA,CARIAMANGA
5180,CATACOCHA,CATACOCHA,CATACOCHA,CATACOCHA,CATACOCHA,CATACOCHA,CATACOCHA,CATACOCHA,CATACOCHA,CATACOCHA,CATACOCHA,CATACOCHA
5185,CATARAMA,CATARAMA,CATARAMA,CATARAMA,CATARAMA,CATARAMA,CATARAMA,CATARAMA,CATARAMA,CATARAMA,CATARAMA,CATARAMA
5190,CAYAMBE,CAYAMBE,CAYAMBE,CAYAMBE,CAYAMBE,CAYAMBE,CAYAMBE,CAYAMBE,CAYAMBE,CAYAMBE,CAYAMBE,CAYAMBE
5195,CELICA,CELICA,CELICA,CELICA,CELICA,CELICA,CELICA,CELICA,CELICA,CELICA,CELICA,CELICA
5200,SALITRE,SALITRE,SALITRE,SALITRE,SALITRE,SALITRE,SALITRE,SALITRE,SALITRE,SALITRE,SALITRE,SALITRE
5205,BARTOLOME RUIZ,BARTOLOME RUIZ,BARTOLOME RUIZ,BARTOLOME RUIZ,BARTOLOME RUIZ,BARTOLOME RUIZ,BARTOLOME RUIZ,BARTOLOME RUIZ,BARTOLOME RUIZ,BARTOLOME RUIZ,BARTOLOME RUIZ,BARTOLOME RUIZ
5210,5 DE AGOSTO,5 DE AGOSTO,5 DE AGOSTO,5 DE AGOSTO,5 DE AGOSTO,5 DE AGOSTO,5 DE AGOSTO,5 DE AGOSTO,5 DE AGOSTO,5 DE AGOSTO,5 DE AGOSTO,5 DE AGOSTO
5215,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO,CLEMENTE BAQUERIZO
5220,COTOCOLLAO,COTOCOLLAO,COTOCOLLAO,COTOCOLLAO,COTOCOLLAO,COTOCOLLAO,COTOCOLLAO,COTOCOLLAO,COTOCOLLAO,COTOCOLLAO,COTOCOLLAO,COTOCOLLAO
5225,CUIDAD NUEVA,CUIDAD NUEVA,CUIDAD NUEVA,CIUDAD NUEVA,CIUDAD NUEVA,CIUDAD NUEVA,CIUDAD NUEVA,CIUDAD NUEVA,CIUDAD NUEVA,CIUDAD NUEVA,CIUDAD NUEVA,CIUDAD NUEVA
5230,CELIANO MONGE,CELIANO MONGE,CELIANO MONGE,CELIANO MONGE,CELIANO MONGE,CELIANO MONGE,CELIANO MONGE,CELIANO MONGE,CELIANO MONGE,CELIANO MONGE,CELIANO MONGE,CELIANO MONGE
5235,CHAUPICRUZ,CHAUPICRUZ,CHAUPICRUZ,CHAUPICRUZ,CHAUPICRUZ,CHAUPICRUZ,CHAUPICRUZ,,,,,
5240,CHILE,CHILE,CHILE,CHILE,CHILE,CHILE,CHILE,CHILE,CHILE,CHILE,CHILE,CHILE
5245,CHILLANES,CHILLANES,CHILLANES,CHILLANES,CHILLANES,CHILLANES,CHILLANES,CHILLANES,CHILLANES,CHILLANES,CHILLANES,CHILLANES
5250,CHONE,CHONE,CHONE,CHONE,CHONE,CHONE,CHONE,CHONE,CHONE,CHONE,CHONE,CHONE
5255,CHUNCHI,CHUNCHI,CHUNCHI,CHUNCHI,CHUNCHI,CHUNCHI,CHUNCHI,CHUNCHI,CHUNCHI,CHUNCHI,CHUNCHI,CHUNCHI
5260,CHILLOGALLO,CHILLOGALLO,CHILLOGALLO,CHILLOGALLO,CHILLOGALLO,CHILLOGALLO,CHILLOGALLO,CHILLOGALLO,CHILLOGALLO,CHILLOGALLO,CHILLOGALLO,CHILLOGALLO
5265,COLON,COLON,COLON,COLON,COLON,COLON,COLON,COLON,COLON,COLON,COLON,COLON
5270,CATAMAYO,CATAMAYO,CATAMAYO,CATAMAYO,CATAMAYO,CATAMAYO,CATAMAYO,CATAMAYO,CATAMAYO,CATAMAYO,CATAMAYO,CATAMAYO
5275,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE,DAULE
5280,12 DE MARZO,12 DE MARZO,12 DE MARZO,12 DE MARZO,12 DE MARZO,12 DE MARZO,12 DE MARZO,12 DE MARZO,12 DE MARZO,12 DE MARZO,12 DE MARZO,12 DE MARZO
5285,DR CAMILO PONCE EN,DR CAMILO PONCE EN,DR. CAMILO PONCE E.,DR. CAMILO PONCE E.,DR. CAMILO PONCE E.,DR. CAMILO PONCE E.,DR. CAMILO PONCE E.,DR. CAMILO PONCE E.,DR. CAMILO PONCE E.,DR. CAMILO PONCE E.,DR. CAMILO PONCE E.,DR. CAMILO PONCE E.
5290,MONAY,MONAY,MONAY,MONAY,MONAY,MONAY,MONAY,MONAY,MONAY,MONAY,MONAY,MONAY
5295,EL ANGEL,EL ANGEL,EL ANGEL,EL ANGEL,EL ANGEL,EL ANGEL,EL ANGEL,EL ANGEL,EL ANGEL,EL ANGEL,EL ANGEL,EL ANGEL
5300,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN
5305,EL CORAZON,EL CORAZON,EL CORAZON,EL CORAZON,EL CORAZON,EL CORAZON,EL CORAZON,EL CORAZON,EL CORAZON,EL CORAZON,EL CORAZON,EL CORAZON
5310,ELOY ALFARO/SAN FE,ELOY ALFARO/SAN FE,ELOY ALFARO / SAN FELIPE,ELOY ALFARO / SAN FELIPE,ELOY ALFARO / SAN FELIPE,ELOY ALFARO / SAN FELIPE,ELOY ALFARO / SAN FELIPE,ELOY ALFARO / SAN FELIPE,ELOY ALFARO / SAN FELIPE,ELOY ALFARO / SAN FELIPE,ELOY ALFARO / SAN FELIPE,ELOY ALFARO / SAN FELIPE
5315,EL ROSARIO,EL ROSARIO,EL ROSARIO,EL ROSARIO,EL ROSARIO,EL ROSARIO,EL ROSARIO,EL ROSARIO,EL ROSARIO,EL ROSARIO,EL ROSARIO,EL ROSARIO
5320,EL SAGRARIO,EL SAGRARIO,EL SAGRARIO,EL SAGRARIO,EL SAGRARIO,EL SAGRARIO,EL SAGRARIO,EL SAGRARIO,EL SAGRARIO,EL SAGRARIO,EL SAGRARIO,EL SAGRARIO
5325,EL SALVADOR,EL SALVADOR,EL SALVADOR,EL SALVADOR,EL SALVADOR,EL SALVADOR,EL SALVADOR,,,,,
5330,EL VECINO,EL VECINO,EL VECINO,EL VECINO,EL VECINO,EL VECINO,EL VECINO,EL VECINO,EL VECINO,EL VECINO,EL VECINO,EL VECINO
5335,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS
5340,EL GUABO,EL GUABO,EL GUABO,EL GUABO,EL GUABO,EL GUABO,EL GUABO,EL GUABO,EL GUABO,EL GUABO,EL GUABO,EL GUABO
5345,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO
5350,ECHEANDIA,ECHEANDIA,ECHEANDIA,ECHEANDIA,ECHEANDIA,ECHEANDIA,ECHEANDIA,ECHEANDIA,ECHEANDIA,ECHEANDIA,ECHEANDIA,ECHEANDIA
5355,FEBRES CORDERO,FEBRES CORDERO,FEBRES CORDERO,FEBRES CORDERO,FEBRES CORDERO,FEBRES CORDERO,FEBRES CORDERO,FEBRES CORDERO,FEBRES CORDERO,FEBRES CORDERO,FEBRES CORDERO,FEBRES CORDERO
5360,TOTORACOCHA,TOTORACOCHA,TOTORACOCHA,TOTORACOCHA,TOTORACOCHA,TOTORACOCHA,TOTORACOCHA,TOTORACOCHA,TOTORACOCHA,TOTORACOCHA,TOTORACOCHA,TOTORACOCHA
5365,COLIMES,COLIMES,COLIMES,COLIMES,COLIMES,COLIMES,COLIMES,COLIMES,COLIMES,COLIMES,COLIMES,COLIMES
5370,YANUNCAY,YANUNCAY,YANUNCAY,YANUNCAY,YANUNCAY,YANUNCAY,YANUNCAY,YANUNCAY,YANUNCAY,YANUNCAY,YANUNCAY,YANUNCAY
5375,GABRIEL I VEINTIMI,GABRIEL I VEINTIMI,GABRIEL I VEINTIMILLA,GABRIEL I VEINTIMILLA,GABRIEL I VEINTIMILLA,GABRIEL I VEINTIMILLA,GABRIEL I VEINTIMILLA,GABRIEL I VEINTIMILLA,GABRIEL I VEINTIMILLA,GABRIEL I VEINTIMILLA,GABRIEL I VEINTIMILLA,GABRIEL I VEINTIMILLA
